Timestamp,Sensor-id,Long,Lat,Value,Units,User-id
4/6/20 17:33,27,-119.822264,0.037927278,23.33888889,cpm,CitizenScientist
4/7/20 12:06,28,-119.8213914,0.0348,14.20833333,cpm,AS-1
4/7/20 17:00,27,-119.8216297,0.037113403,26.90277778,cpm,CitizenScientist
4/8/20 7:48,27,-119.8173188,0.037709042,26.40555556,cpm,CitizenScientist
4/8/20 17:49,27,-119.8238781,0.037331361,27.70550419,cpm,CitizenScientist
4/8/20 18:11,27,-119.8243528,0.033350569,26.68319719,cpm,CitizenScientist
4/8/20 18:21,27,-119.826731,0.034736,27.00693642,cpm,CitizenScientist
4/8/20 18:29,27,-119.826731,0.034736,27.22175582,cpm,CitizenScientist
4/8/20 18:39,27,-119.826731,0.034736,28.89094031,cpm,CitizenScientist
4/8/20 18:50,27,-119.826731,0.034736,27.43256548,cpm,CitizenScientist
4/8/20 19:01,27,-119.826731,0.034736,26.82390365,cpm,CitizenScientist
4/8/20 19:10,27,-119.826731,0.034736,27.32945607,cpm,CitizenScientist
4/8/20 19:20,27,-119.826731,0.034736,27.57142006,cpm,CitizenScientist
4/8/20 19:29,27,-119.820618,0.031519708,28.02752617,cpm,CitizenScientist
4/6/20 17:33,27,-119.822264,0.037927278,23.33888889,cpm,CitizenScientist
4/7/20 12:06,28,-119.8213914,0.0348,14.20833333,cpm,AS-1
4/7/20 17:00,27,-119.8216297,0.037113403,26.90277778,cpm,CitizenScientist
4/8/20 7:48,27,-119.8173188,0.037709042,26.40555556,cpm,CitizenScientist
4/8/20 17:49,27,-119.8238781,0.037331361,27.70550419,cpm,CitizenScientist
4/8/20 18:11,27,-119.8243528,0.033350569,26.68319719,cpm,CitizenScientist
4/8/20 18:21,27,-119.826731,0.034736,27.00693642,cpm,CitizenScientist
4/8/20 18:29,27,-119.826731,0.034736,27.22175582,cpm,CitizenScientist
4/8/20 18:39,27,-119.826731,0.034736,28.89094031,cpm,CitizenScientist
