Timestamp,Sensor-id,Long,Lat,Value,Units,User-id
4/6/20 6:12,9,-119.8564751,0.175256486,10.65277778,cpm,MySensor
4/6/20 6:36,6,-119.85529,0.172524264,17.01388889,cpm,MySensor
4/6/20 8:06,21,-119.855534,0.166634,32.52777778,cpm,CitizenScientist
4/6/20 8:13,21,-119.855534,0.166634,33.75,cpm,CitizenScientist
4/6/20 8:20,21,-119.855534,0.166634,33.5,cpm,CitizenScientist
4/6/20 8:27,21,-119.855534,0.166634,32.75,cpm,CitizenScientist
4/6/20 8:34,21,-119.855534,0.166634,32.47222222,cpm,CitizenScientist
4/6/20 8:42,21,-119.855534,0.166634,33.13888889,cpm,CitizenScientist
4/6/20 8:48,21,-119.855534,0.166634,32.05555556,cpm,CitizenScientist
4/6/20 8:55,21,-119.855534,0.166634,33.55555556,cpm,CitizenScientist
4/6/20 9:03,21,-119.855534,0.166634,33.41666667,cpm,CitizenScientist
4/6/20 9:11,21,-119.855534,0.166634,32.66666667,cpm,CitizenScientist
4/6/20 9:18,21,-119.855534,0.166634,34.69444444,cpm,CitizenScientist
4/6/20 9:26,21,-119.855534,0.166634,33.30555556,cpm,CitizenScientist
4/6/20 9:33,21,-119.855534,0.166634,32.47222222,cpm,CitizenScientist
4/6/20 9:40,21,-119.855534,0.166634,33.58333333,cpm,CitizenScientist
4/6/20 9:48,21,-119.855534,0.166634,33.11111111,cpm,CitizenScientist
4/6/20 9:55,21,-119.855534,0.166634,32.22222222,cpm,CitizenScientist
4/6/20 10:02,21,-119.855534,0.166634,34.52777778,cpm,CitizenScientist
4/6/20 10:05,10,-119.855151,0.167404472,10.70833333,cpm,HSS
4/6/20 10:09,21,-119.855534,0.166634,34.72222222,cpm,CitizenScientist
4/6/20 10:16,21,-119.855534,0.166634,34.33333333,cpm,CitizenScientist
4/6/20 10:24,21,-119.855534,0.166634,33.66666667,cpm,CitizenScientist
4/6/20 10:31,21,-119.855534,0.166634,33.94444444,cpm,CitizenScientist
4/6/20 10:38,21,-119.855534,0.166634,31.11111111,cpm,CitizenScientist
4/6/20 10:46,21,-119.855534,0.166634,32.75,cpm,CitizenScientist
4/6/20 10:53,21,-119.855534,0.166634,32.27777778,cpm,CitizenScientist
4/6/20 11:00,21,-119.855534,0.166634,32.44444444,cpm,CitizenScientist
4/6/20 11:07,21,-119.855534,0.166634,32.69444444,cpm,CitizenScientist
4/6/20 11:14,21,-119.855534,0.166634,33.19444444,cpm,CitizenScientist
4/6/20 11:22,21,-119.855534,0.166634,33.86111111,cpm,CitizenScientist
4/6/20 11:29,21,-119.855534,0.166634,31.55555556,cpm,CitizenScientist
4/6/20 11:37,21,-119.855534,0.166634,34.61111111,cpm,CitizenScientist
4/6/20 11:44,21,-119.855534,0.166634,32.75,cpm,CitizenScientist
4/6/20 11:52,21,-119.855534,0.166634,31.63888889,cpm,CitizenScientist
4/6/20 11:59,21,-119.855534,0.166634,34.91666667,cpm,CitizenScientist
4/6/20 12:06,21,-119.855534,0.166634,33.33333333,cpm,CitizenScientist
4/6/20 12:13,21,-119.855534,0.166634,34.16666667,cpm,CitizenScientist
4/6/20 12:20,21,-119.855534,0.166634,33.91666667,cpm,CitizenScientist
4/6/20 12:28,21,-119.855534,0.166634,32.69444444,cpm,CitizenScientist
4/6/20 12:30,49,-119.8585709,0.173814819,41.43055556,cpm,MySensor
4/6/20 12:35,21,-119.855534,0.166634,34.5,cpm,CitizenScientist
