Timestamp,Sensor-id,Value,Units
4/6/20 0:00,12,14.37229167,cpm
4/6/20 0:00,15,14.58823611,cpm
4/6/20 0:00,13,14.65448611,cpm
4/6/20 0:00,11,14.90801389,cpm
4/6/20 0:00,6,14.90947222,cpm
4/6/20 0:00,1,14.670375,cpm
4/6/20 0:00,9,14.729625,cpm
4/6/20 0:00,14,14.93940278,cpm
4/6/20 0:00,4,14.29502778,cpm
4/6/20 0:06,12,14.78113889,cpm
4/6/20 0:06,15,14.66902778,cpm
4/6/20 0:06,13,14.10040278,cpm
4/6/20 0:06,11,14.62305556,cpm
4/6/20 0:06,6,14.82072222,cpm
4/6/20 0:06,1,14.63808333,cpm
4/6/20 0:06,9,14.30144444,cpm
4/6/20 0:06,14,14.57733333,cpm
4/6/20 0:06,4,14.77208333,cpm
4/6/20 0:12,12,14.297625,cpm
4/6/20 0:12,15,14.311,cpm
4/6/20 0:12,13,14.39913889,cpm
4/6/20 0:12,11,14.62801389,cpm
4/6/20 0:12,6,14.79179167,cpm
4/6/20 0:12,1,14.59819444,cpm
4/6/20 0:12,9,14.40170833,cpm
4/6/20 0:12,14,14.503,cpm
4/6/20 0:12,4,14.800375,cpm
4/6/20 0:18,12,14.81795833,cpm
4/6/20 0:18,15,14.72159722,cpm
4/6/20 0:18,13,14.67581944,cpm
4/6/20 0:18,11,14.644125,cpm
4/6/20 0:18,6,14.51413889,cpm
4/6/20 0:18,1,14.602625,cpm
4/6/20 0:18,9,14.06584722,cpm
4/6/20 0:18,14,14.84598611,cpm
4/6/20 0:18,4,14.56943056,cpm
4/6/20 0:24,12,14.56515278,cpm
4/6/20 0:24,15,14.91276389,cpm
4/6/20 0:24,13,14.50984722,cpm
4/6/20 0:24,11,14.17543056,cpm
4/6/20 0:24,6,14.89225,cpm
4/6/20 0:24,1,14.65740278,cpm
4/6/20 0:24,9,14.52127778,cpm
4/6/20 0:24,14,14.81870833,cpm
4/6/20 0:24,4,14.055875,cpm
4/6/20 0:30,12,14.33930556,cpm
4/6/20 0:30,15,14.80341667,cpm
4/6/20 0:30,13,14.56013889,cpm
4/6/20 0:30,11,14.3945,cpm
4/6/20 0:30,6,14.64205556,cpm
4/6/20 0:30,1,14.82883333,cpm
4/6/20 0:30,9,14.29551389,cpm
4/6/20 0:30,14,14.85531944,cpm
4/6/20 0:30,4,14.18461111,cpm
4/6/20 0:36,12,14.75913889,cpm
4/6/20 0:36,15,14.83901389,cpm
4/6/20 0:36,13,15.15877778,cpm
4/6/20 0:36,11,14.82640278,cpm
4/6/20 0:36,6,15.04718056,cpm
4/6/20 0:36,1,14.81879167,cpm
4/6/20 0:36,9,14.62794444,cpm
4/6/20 0:36,14,14.56165278,cpm
4/6/20 0:36,4,14.83333333,cpm
4/6/20 0:42,12,14.430375,cpm
4/6/20 0:42,15,14.09655556,cpm
4/6/20 0:42,13,14.38723611,cpm
4/6/20 0:42,11,14.70101389,cpm
4/6/20 0:42,6,14.70926389,cpm
4/6/20 0:42,1,14.85086111,cpm
4/6/20 0:42,9,14.58797222,cpm
4/6/20 0:42,14,14.33861111,cpm
4/6/20 0:42,4,14.39977778,cpm
4/6/20 0:48,12,14.781125,cpm
4/6/20 0:48,15,25.53563889,cpm
4/6/20 0:48,13,14.71751389,cpm
4/6/20 0:48,11,14.58897222,cpm
4/6/20 0:48,6,14.56286111,cpm
4/6/20 0:48,1,14.479375,cpm
4/6/20 0:48,9,14.56276389,cpm
4/6/20 0:48,14,14.51358333,cpm
4/6/20 0:48,4,14.69025,cpm
4/6/20 0:54,12,14.79458333,cpm
4/6/20 0:54,15,14.46366667,cpm
4/6/20 0:54,13,14.58563889,cpm
4/6/20 0:54,11,14.74731944,cpm
4/6/20 0:54,6,14.62230556,cpm
4/6/20 0:54,1,14.57416667,cpm
4/6/20 0:54,9,15.05181944,cpm
4/6/20 0:54,14,14.54498611,cpm
4/6/20 0:54,4,14.71576389,cpm
4/6/20 1:00,12,14.41498611,cpm
4/6/20 1:00,15,14.41647222,cpm
4/6/20 1:00,13,14.20183333,cpm
4/6/20 1:00,11,14.67301389,cpm
4/6/20 1:00,6,14.44377778,cpm
4/6/20 1:00,1,14.55406944,cpm
4/6/20 1:00,9,14.55365278,cpm
4/6/20 1:00,14,14.68486111,cpm
4/6/20 1:00,4,14.46320833,cpm
4/6/20 1:06,12,14.56540278,cpm
4/6/20 1:06,15,14.20959722,cpm
4/6/20 1:06,13,14.33641667,cpm
4/6/20 1:06,11,14.38790278,cpm
4/6/20 1:06,6,14.23959722,cpm
4/6/20 1:06,1,14.65729167,cpm
4/6/20 1:06,9,14.747125,cpm
4/6/20 1:06,14,14.19420833,cpm
4/6/20 1:06,4,14.37513889,cpm
4/6/20 1:12,12,14.34545833,cpm
4/6/20 1:12,15,14.52951389,cpm
4/6/20 1:12,13,15.02445833,cpm
4/6/20 1:12,11,14.81047222,cpm
4/6/20 1:12,6,14.49516667,cpm
4/6/20 1:12,1,15.06126389,cpm
4/6/20 1:12,9,14.57963889,cpm
4/6/20 1:12,14,14.74875,cpm
4/6/20 1:12,4,14.63741667,cpm
4/6/20 1:18,12,14.80801389,cpm
4/6/20 1:18,15,14.80995833,cpm
4/6/20 1:18,13,14.68054167,cpm
4/6/20 1:18,11,14.95898611,cpm
4/6/20 1:18,6,14.82448611,cpm
4/6/20 1:18,1,14.6125,cpm
4/6/20 1:18,9,14.20245833,cpm
4/6/20 1:18,14,14.24516667,cpm
4/6/20 1:18,4,14.798,cpm
4/6/20 1:24,12,14.56206944,cpm
4/6/20 1:24,15,14.62343056,cpm
4/6/20 1:24,13,14.59470833,cpm
4/6/20 1:24,11,14.65322222,cpm
4/6/20 1:24,6,14.73877778,cpm
4/6/20 1:24,1,14.97438889,cpm
4/6/20 1:24,9,14.91806944,cpm
4/6/20 1:24,14,14.48891667,cpm
4/6/20 1:24,4,15.03654167,cpm
4/6/20 1:30,12,14.2625,cpm
4/6/20 1:30,15,14.77690278,cpm
4/6/20 1:30,13,14.85506944,cpm
4/6/20 1:30,11,14.42198611,cpm
4/6/20 1:30,6,14.67523611,cpm
4/6/20 1:30,1,14.55922222,cpm
4/6/20 1:30,9,14.59811111,cpm
4/6/20 1:30,14,14.51977778,cpm
4/6/20 1:30,4,14.33058333,cpm
4/6/20 1:36,12,14.28777778,cpm
4/6/20 1:36,15,14.59002778,cpm
4/6/20 1:36,13,14.44223611,cpm
4/6/20 1:36,11,14.65263889,cpm
4/6/20 1:36,6,14.78379167,cpm
4/6/20 1:36,1,14.71895833,cpm
4/6/20 1:36,9,14.72859722,cpm
4/6/20 1:36,14,14.54945833,cpm
4/6/20 1:36,4,14.65884722,cpm
4/6/20 1:42,12,14.53336111,cpm
4/6/20 1:42,15,14.33731944,cpm
4/6/20 1:42,13,14.92736111,cpm
4/6/20 1:42,11,14.44230556,cpm
4/6/20 1:42,6,14.42515278,cpm
4/6/20 1:42,1,14.58911111,cpm
4/6/20 1:42,9,15.08356944,cpm
4/6/20 1:42,14,14.74275,cpm
4/6/20 1:42,4,14.57497222,cpm
4/6/20 1:48,12,14.78886111,cpm
4/6/20 1:48,15,14.45345833,cpm
4/6/20 1:48,13,14.57608333,cpm
4/6/20 1:48,11,14.61009722,cpm
4/6/20 1:48,6,14.65802778,cpm
4/6/20 1:48,1,14.81243056,cpm
4/6/20 1:48,9,14.387875,cpm
4/6/20 1:48,14,14.75151389,cpm
4/6/20 1:48,4,14.67419444,cpm
4/6/20 1:54,12,14.73206944,cpm
4/6/20 1:54,15,14.00880556,cpm
4/6/20 1:54,13,14.30911111,cpm
4/6/20 1:54,11,14.53834722,cpm
4/6/20 1:54,6,14.74005556,cpm
4/6/20 1:54,1,14.47245833,cpm
4/6/20 1:54,9,14.43726389,cpm
4/6/20 1:54,14,14.72386111,cpm
4/6/20 1:54,4,14.39316667,cpm
4/6/20 2:00,12,14.35990278,cpm
4/6/20 2:00,15,14.55504167,cpm
4/6/20 2:00,13,14.81968056,cpm
4/6/20 2:00,11,14.46256944,cpm
4/6/20 2:00,6,14.66788889,cpm
4/6/20 2:00,1,14.48856944,cpm
4/6/20 2:00,9,14.38577778,cpm
4/6/20 2:00,14,14.73493056,cpm
4/6/20 2:00,4,14.41015278,cpm
4/6/20 2:06,12,14.80388889,cpm
4/6/20 2:06,15,14.47098611,cpm
4/6/20 2:06,13,14.44191667,cpm
4/6/20 2:06,11,14.50791667,cpm
4/6/20 2:06,6,14.40315278,cpm
4/6/20 2:06,1,14.67576389,cpm
4/6/20 2:06,9,14.76519444,cpm
4/6/20 2:06,14,14.76693056,cpm
4/6/20 2:06,4,14.48333333,cpm
4/6/20 2:12,12,15.066,cpm
4/6/20 2:12,15,14.16694444,cpm
4/6/20 2:12,13,14.44394444,cpm
4/6/20 2:12,11,14.42222222,cpm
4/6/20 2:12,6,14.13579167,cpm
4/6/20 2:12,1,14.554,cpm
4/6/20 2:12,9,14.46394444,cpm
4/6/20 2:12,14,14.21081944,cpm
4/6/20 2:12,4,14.52365278,cpm
4/6/20 2:18,12,14.91036111,cpm
4/6/20 2:18,15,14.55644444,cpm
4/6/20 2:18,13,14.66948611,cpm
4/6/20 2:18,11,14.57841667,cpm
4/6/20 2:18,6,14.997,cpm
4/6/20 2:18,1,14.50491667,cpm
4/6/20 2:18,9,14.90713889,cpm
4/6/20 2:18,14,14.40443056,cpm
4/6/20 2:18,4,14.69216667,cpm
4/6/20 2:24,12,14.30626389,cpm
4/6/20 2:24,15,14.75691667,cpm
